,date,username,user_location,tweet,num_of_like,num_of_retweet,num_of_followers,num_of_reply
1489,2023-03-17 10:41:38+00:00,HannahEvansWX,"Utica, NY",Millie is going to lay on the coach and chill today because of the rainy weather... or she just ate too many irish potatoes! Nala will join her and nap since it is going to be gloomy and rainy. https://t.co/FJT4F1ccyr,5,0,1130,0
1490,2023-03-17 10:38:46+00:00,Elizabe18103452,,@Irishman___ Stop now. The weather is bad enough on this great day without posting a pic to turn the stomach of any true blooded Irish person.,0,0,498,1
1491,2023-03-17 10:27:24+00:00,irish_abroad,Ireland,"@Jayoconnor8 I don't think so. We haven't beaten Greece in the three games we played them, they have clubs, and players, in European competition, plus the weather will be a factor for our team",0,0,5814,1
1492,2023-03-17 10:15:04+00:00,WFTV,Orlando,The “luck of the Irish” will be on Central Florida’s weather forecast for St. Patrick’s Day.  https://t.co/8ELZwR5rAs,1,0,226901,2
1493,2023-03-17 10:14:00+00:00,gerrykelly__,Ireland/Europe,Whole day planned around golf &amp; the course is closed🙄😕 frustrating 🌨️☘️🇮🇪 #StPatricksDay2023 #StPatrickDay #irish #Weather https://t.co/G7F38Kbjz4,0,0,2139,0
1494,2023-03-17 10:09:07+00:00,tpatricklittle,"Rhode Island, USA",☘️ Rockin’ the green at Michelle’s “weather green screen” (which is why she can’t wear green!!) Everyone is Irish today! It’s Michelle O’Muscatello &amp; Melissa O’Sardelli today! ☘️ @wpri12 @MelissaSardelli @michmuscatello @KaitLouiseWalsh https://t.co/MSOvfUj58F,11,2,413,0
1495,2023-03-17 10:06:23+00:00,LissetteCBS4,"Miami, FL","Top o' the morning you! This #StPatricksDay we are enjoying a cool start with upper 60s and low 70s. The luck of the Irish is with us today since we'll enjoy beautiful, mostly sunny and mainly dry weather. Rain chance is low and highs will warm to the low 80s. @CBSMiami https://t.co/S5gj3moTgd",9,4,21597,1
1496,2023-03-17 09:47:17+00:00,Littlej74247797,Ireland,@Villamad_4 Thank you my friend typical Irish weather this morning rain 🌧️ I have never drunk Guinness in my life true story,1,0,377,1
1497,2023-03-17 09:43:15+00:00,FarmAfrica,Eastern Africa and London,"We're delighted to continue our Climate Smart Agriculture work in Tanzania with @WFP_Tanzania and @Irish_Aid.

This project supports #farmers in #Tanzania to build their resilience to weather extremes while boosting their sustainable agricultural productivity.",3,1,47695,1
1498,2023-03-17 09:29:26+00:00,Portland_Wine,"Southport, Lancashire",Friday and weather dull but it's never dull at Portland Wines Southport get your legs working and come and browse when we open at 12 noon and we're here till 8pm so plenty of time yes its St Patrick's Day so try a good bottle of Irish Whiskey. https://t.co/1MfcdKH3g7,1,1,425,0
1499,2023-03-17 09:11:02+00:00,Ruthceeadams,"North Carolina, USA","@brianslocumwxii another irish weather saying, ""tis a soft rain""!!",1,0,0,0
1500,2023-03-17 09:05:03+00:00,WeatherRadar_UK,,"Happy St. Patrick's Day, or indeed Lá Fhéile Pádraig sona duit! ☘️

Get in the spirit of the day by learning a few Irish weather words 🇮🇪

https://t.co/olkWT43kbc

#StPatricksDay #Weather #StPatricksDay2023 https://t.co/iWwup9F9V9",0,0,12750,0
1501,2023-03-17 09:04:08+00:00,loveoxted,"Oxted, Surrey","Happy St Patrick's Day. 
Some nice blustery wet Irish weather for you today, but it's warm and cosy in all the Oxted shops, cafés, salons and eateries!  ☘️ 
#oxted #loveoxted #topofthemorningtoya #stpatricksday https://t.co/4tsE4zdjAw",2,0,1385,0
1502,2023-03-17 09:04:00+00:00,BornAndBreadITC,14 Muir Street Hamilton ML36EP,"🥶The weather is horrendous so get some warm comforting home made stew while getting ready for St Paddy’s day ☘️ 

☘️With Irish stew and sour dough bread smothered in lurpack £3.50☘️ https://t.co/7ftU0N5p9G",0,0,4,0
1503,2023-03-17 08:43:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/sLHspGlrwh",0,0,935,0
1504,2023-03-17 08:23:34+00:00,redzercork,Ireland,"The weather may be bad. But enjoy the day regardless.

As an Irish Ginger Feen, it's probably the only day of the year where it's kinda accepted. 🤣🤣🤣🤣
#StPatricksDay2023 https://t.co/4eKebTFKB5",5,0,1134,1
1505,2023-03-17 08:08:51+00:00,Goodey3shoes,"Kent, England","@RetirementTales I’ve not been for a few weeks…missed you all.
It’s definitely the weather here for Irish Stew after which there won’t be room for pudding.
Cup of tea please and  🎶Red, Red Wine or 🎶What’s another Year (it’s nearly Eurovision)",1,0,196,1
1506,2023-03-17 08:00:31+00:00,wootton_weather,"Abingdon, England","Ata marie, @wootton_weather followers! The sun sets at 19:11 tonight. On this day in 1777, Patrick Brontë, Irish-English priest and author (d. 1861) was born.",0,0,7,0
1507,2023-03-17 07:30:00+00:00,MACSthecharity,United Kingdom,"Happy St Patrick's Day!

We now have 17 more MACS members in Northern Ireland than last St Patrick's Day! If you’ve got the 'luck of the Irish', why not sign up to the All Weather Lottery in support of MACS? 
https://t.co/a3JFwgrqLM #StPatricksDay https://t.co/lgRH8P4KHW",2,1,1125,0
1508,2023-03-17 07:29:45+00:00,OneCageyChick,,"@ShannonODKOMO, 
🌞  FANTASTIC! 
I love #Seattle's current #weather.   🌞

#warm #sunny #pnw #wxtwitter #Irish #sun #Friday @komonews #KOMO #Spring #StPatricksDay2023 #WAwx",0,0,236,0
1509,2023-03-17 06:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 GMT: Forecast for the next 12 hours: Fairly fine, showers likely
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1510,2023-03-17 06:13:22+00:00,AlysonMeadowcr1,"Jersey, Channel Islands","@Veronicam1967 That's lovely! Typical Irish weather too!
Happy St Patrick's Day.",0,0,6997,1
1511,2023-03-17 00:16:54+00:00,johnndavis,Toronto,"20230316: CBC: Have fun but be safe, officials tell revellers ahead of St. Patrick's Day [""The weather for London, Ont., is looking decidedly Irish for Friday""",0,0,476,0
1512,2023-03-16 22:21:21+00:00,CeltUrban,"Kerry, Ireland",@benhabib6 @J_Donaldson_MP @RishiSunak @chhcalling The main thing is the weather forecast is looking good for St Patrick's day where our Irish culture is celebrated the world over https://t.co/qoeRgEnUw5,1,0,887,0
1513,2023-03-16 21:38:32+00:00,jreineron7,Metro Boston,"🍀Celebrating your Irish heritage tomorrow? Also known as a pub crawl😏…..

🍀Weather looks pretty good….lots of clouds but no wind &amp; seasonable temps. 

🍀An isolated shower/sprinkle possible early Friday evening. 

🍀Sláinte🍻 https://t.co/qWXeofS8kq",22,2,31467,2
1514,2023-03-16 21:02:29+00:00,OramMullyash,"Monaghan, Ireland","Hope the weather picks up for the St Patrick's Day Parade in Oram tomorrow 🍀💚

Starts 12.30pm sharp at the shop

 #stpatricksday #irish #oram #goodweather https://t.co/tUeS2diEd5",0,0,78,0
1515,2023-03-16 20:32:18+00:00,mayorofsarnia,"Sarnia, Ontario","Bradley Bunker Balcony Weather Centre Breaking News:  Currently tracking on ""Our"" Doppler Radar a large Weather System. Predicting Rain till tomorrow afternoon so you won't be able at your favourite Irish Pub to sit outside on the Paddy O. https://t.co/FOJlzPiorK",2,0,2930,0
1516,2023-03-16 20:29:01+00:00,OklahomieSooner,OKC,"Even though it's a day early, we kept the tradition. Irsh beer, Irish weather, and my favorite Irish dude! #StPatricksDay2023 https://t.co/SP1ybp9a0D",13,0,1621,1
1517,2023-03-16 20:19:15+00:00,morganpyne,"Auckland, New Zealand",Somebody ordered the Irish weather for St. Patrick’s day I see.,1,0,809,1
1518,2023-03-16 20:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 GMT: Forecast for the next 12 hours: Fairly fine, possible showers early
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1519,2023-03-16 19:54:54+00:00,PeteLeclerc,Vancouver,"New artwork for sale! - ""Irish Weather "" - https://t.co/nR0WZBdpmV @shoppixels https://t.co/rM6gw2PnrJ",0,0,294,0
1520,2023-03-16 19:34:57+00:00,HarlemJ11,"New York, USA",Tomorrow is St. Patrick's Day and there's 2 huge Irish pubs on this street near my office. And it will be nice weather too. Lemme prepare for the bullshit. https://t.co/BkBjKootO2,4,0,17469,1
1521,2023-03-16 19:07:24+00:00,powerstation909,West Yorkshire ,@rossie7dj @TheBlackburne Irish stew is absolutely brilliant in the cold weather like we've been having. Lovely fresh vegetables and spuds. That looks fantastic Rossie nice one 😎👍☘️,1,0,8,0
1522,2023-03-16 18:29:07+00:00,BrianGurrin,,"What'll the weather be like tomorrow? Will it be Gustie Ireland (1911 census, aged 12, from Down)? Or will it be Pleasant Ireland (1911 census, aged 10, from Antrim).

The @NARIreland Irish census webpage always delivers. 👍 https://t.co/E13NANCzOu",7,2,476,0
1523,2023-03-16 18:22:58+00:00,Nick_Metcalfe,"Shoreditch, England","My final Cheltenham diary of the 2023 Festival is coming in @metrosportHQ tomorrow, and includes more on an increasingly bitter war of words between Davy Russell and Michael O'Leary. There's a relieved Paul Nicholls, my beloved weather and the promise of an almighty Irish party.",4,0,5620,0
1524,2023-03-16 18:14:16+00:00,wwhitesides2,"Layton, UT",@kennywebster12 Beautiful my friend.  Irish coffee drinking weather,0,0,136,2
1525,2023-03-16 18:11:40+00:00,CathyKoo,"Auckland, New Zealand",Thanks Wellington for the very Irish weather this #StPatricksDay 🌧️☘️🇮🇪,8,0,4254,0
1526,2023-03-16 18:02:54+00:00,MaltHouseTavern,"Madison, WI","Whiskey Tasting Tonight!

This weather feels like spring time in Ireland, so how's about enjoying some fine Irish whiskey after work? https://t.co/EhMRATvpWS",2,1,2328,0
1527,2023-03-16 17:37:04+00:00,who_runs_world,"Ohio, USA","Today’s Irish travel in a nutshell. Views of Rathlin Island (🏴󠁧󠁢󠁳󠁣󠁴󠁿), Giant Causeway and Dunluce Castle. Taking reservations for future travel companions because I apparently get all the weather related things you’re suppose to see #ireland #travel https://t.co/tSskow67dH",1,1,796,0
1528,2023-03-16 17:36:06+00:00,RebeccaSchuld,"Milwaukee, WI","No luck of the Irish with this forecast... yes wet weather is over, but feels like temps will be in the teens during the day to single digits at night with blustery northwest wind. https://t.co/Nk5PgVcFLc",2,2,4855,0
1529,2023-03-16 17:19:02+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/AOCOW8g65D",0,0,935,0
1530,2023-03-16 17:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 GMT: Forecast for the next 12 hours: Unsettled, rain later
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1531,2023-03-16 16:06:37+00:00,GalwayWalks,Galway Ireland,"Weather forecast for #Ireland for Saint Patrick’s Day. Dark and stormy! Coming in heavy! 

#weather #pints #pintspintspints #Guinness #paddysday #stpatricksday #saintpatricksday #irish #weatherforecast #wet #darkandstormy #StormGuinness https://t.co/SKiLnjdWKI",9,0,5960,0
1532,2023-03-16 15:30:24+00:00,Rush_O_Irish,Land of the Free and Brave.,@GeraldKutney LOL. This coming from grifters who promote ideologies over science and who can't provide one single prediction that comes anywhere close to reality. We can't accurately predict the weather over a week out but your crystal ball can predict the climate into the next century. Right.,2,0,143,1
1533,2023-03-16 14:00:07+00:00,thecolumbian,"Vancouver, Washington","As the luck of the Irish would have it, we are heading toward a mild, dry, partly sunny day for St. Patrick’s Day on Friday. Today will be sunny and perhaps Saturday, too, before we see a change in the weather.
Read more... https://t.co/xES92SjFQ1",0,0,45525,0
1534,2023-03-16 13:52:16+00:00,IrishRepCoE,"Strasbourg, France","In typical Irish weather, the Palais of @coe was lit up in green ahead of #SaintPatricksDay2023 ☘️

After the Barrage Vauban, the Beatus-Rhenanus bridge and the Palais, we’re starting to run out of buildings to light up in green 🟢

Any suggestions on which we should do next ? https://t.co/qmuGtxTNkm",35,6,4868,0
1535,2023-03-16 13:08:14+00:00,darrensfastpass,"England, United Kingdom","@RichardHoiles day3
Cheltenham call it st Patrick day day early
Let's see if its irish day 
Weather better
So come on!!
More amazing commentary coming I hope",0,0,36,0
1536,2023-03-16 12:12:21+00:00,SteveDaly15,"Mississauga, Ontario","@JimAdamsGeo @DermotNCosgrove @AncientLoggie Nice weather! Fighting Irish are out, no?

I never pay attention until it’s down to 8.",0,0,2416,1
1537,2023-03-16 11:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 GMT: Forecast for the next 12 hours: Showery, bright intervals
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1538,2023-03-16 10:53:17+00:00,irish_organic,Galway,"@Trinkle96619465 It's made from 6x1 timber, each box inside is about 25x25cms and about 30cms high. Entrance hole is 28mm...
Just make sure the entrance is facing between North and East to avoid the worst weather and so the birds use it.

You can see the divisions here... https://t.co/uNZZOYgobu",4,0,4033,1
1539,2023-03-16 10:35:06+00:00,gotitatguineys,"London, England",Instead of getting mad at all the weird takes from the Irish diaspora on St. Patrick’s Day I will be doing the true cultural ritual of talking about the weather in the pub and marvelling about how it’s lovely ‘soft weather’ we’re having,39,0,1618,2
1540,2023-03-16 10:06:14+00:00,tfpsaeurope,Europe,"Volunteers of the Irish TFP participated in the Rally For Life 2023 in Belfast last Saturday, March 11, 2023.

Despite atrocious weather conditions, large numbers of people still braved the wind, rain and snow to march through the City Centre. https://t.co/4ZzavzFIy3",5,0,105,0
1541,2023-03-16 09:18:26+00:00,TradNorm,,@chiweethegod Yeah it definitely depends on your preferences. I like to travel light so unexpectedly bad weather fucks me up. The small size of not-Dublin was a trip.. Galway was a city block! But it was mostly my expectations were high as I love Irish culture and people and grew up with them,0,0,1660,1
1542,2023-03-16 08:54:22+00:00,JLSbioethics,,"According to ABC news subtitling, Irish identity today has to be pleural, which anyone who’s experienced the weather could have told you.",3,1,1502,0
1543,2023-03-16 08:45:30+00:00,liam_ward60,Dublin ireland,"@thejournal_ie Why didn't the journal report it was leprechauns Airlines who flu our leprechauns td,s @ taxpayers expence 4 the annual alcoholics day weekend out and keeping the image of the drunken irish paddy alive and well as the rest of the world see us weather or not the journal likes it",0,0,73,0
1544,2023-03-16 06:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 GMT: Forecast for the next 12 hours: Unsettled, rain later
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1545,2023-03-16 04:31:49+00:00,irish_tee,Chicago,@LuvOneAnother7 Chicago weather,0,0,5883,0
1546,2023-03-16 04:05:12+00:00,Cutterthecaddie,Pebble Beach,"@Irlgolfer Irish, Scottish,  Malaysian...had zero to do with these guys' slow play. There weren't even other groups teeing off since the weather was so bad. They were the only ones out there and the didn't care about their slow play.",0,0,2050,1
1547,2023-03-16 03:23:52+00:00,cruciblemusic,,"@ccmichellev i just realized i said me and i meant to say my. idk how but like 99% of the time i end up sounding irish because my turns into me
anyway yeah dry ass weather my elbows and knuckles both couid be strike pads lmaooo",1,0,243,1
1548,2023-03-16 02:50:05+00:00,e_stingray,Central NJ & Eastern PA,"NEW TIME and we're moving outdoors! The luck of the Irish must be with us! With the weather cooperating we're taking this party outside under the heat lamps.

Join us at 7pm this Friday at the one and only @Killarneys https://t.co/mXSDmgaNvu",1,0,14,0
1549,2023-03-16 02:21:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/n7wKr6YGtq",0,0,935,0
1550,2023-03-16 00:57:00+00:00,TonyJWells,"Manchester, England","@COBlackpacker Not too cold, not too windy. Rain - probably drizzle. Classic Irish weather.",1,0,41,0
1551,2023-03-16 00:01:11+00:00,25NewsWEEK,"Peoria/Bloomington, IL",No luck of the Irish weather-wise https://t.co/znfHSmj2Ew,1,1,13621,0
1552,2023-03-15 23:00:09+00:00,wjxt4,"Jacksonville, Fla.","After the return of cooler weather, better weather looks to be ahead for Friday. In  fact, some of the best of the week will likely occur just in time to celebrate “the luck of the Irish.” https://t.co/ywj4vIGCsS",4,1,227558,1
1553,2023-03-15 21:10:36+00:00,seat_books,9257 Laguna Springs #130 95758,"We have teas for all temps &amp; seasons at ASATT! Choose our flavorful iced black or herbal tropical tea or enjoy a black, green, or herbal hot tea or tea latte. 
We're featuring a tasty @dirtbagtea Irish Cream Black Tea Latte, perfect for both our weird weather and #StPatricksDay. https://t.co/tdaxPIcqNT",1,0,434,1
1554,2023-03-15 21:01:47+00:00,oreillypool,carlow,@damo_stephens @DeirCol Your welcome and yes infringements can be cruel just follow the guidelines issued and all will be good I tried to video mine Monday in the lashes rain just didn’t work so going fresh again next week joys Irish March weather,1,0,588,0
1555,2023-03-15 20:44:27+00:00,TheNBOnews,"Newberry, S.C.","After a several-year hiatus due to COVID-19 and inclement weather, the Newberry Downtown Development Association is bringing back the annual Irish Fling festival in downtown Newberry.

Click below to learn more!

#NewberrySC #IrishFling

https://t.co/hW18RgXBHp",2,1,1207,0
1556,2023-03-15 20:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 GMT: Forecast for the next 12 hours: Showery, becoming less settled
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1557,2023-03-15 20:08:27+00:00,NYCYvonne1,In a cottage in the woods,"@ghook “Where are you from?” is an indelibly Irish and nuanced query. It is a greeting, a verbal handshake, and can be said to find common ancestors or friends. It’s a conversation starter, more interesting than the weather. And occasionally it is a scrutiny, “you’re not from here”.",0,0,1592,0
1558,2023-03-15 20:06:54+00:00,Sellingthelake,"Lake of the Ozarks, MO","Time to get this Paddy started! 🍀🥳 Lake of the Ozarks St. Patrick's Day Parade is Saturday, March 18 at 1pm on the Bagnell Dam Strip. Irish the weather would be warmer, but it's looking like sun! 🌞 
https://t.co/rRP7wiybro #lakeoftheozarks, #realestateatthelake #stpatricksday https://t.co/C6oWcvThlY",0,0,375,0
1559,2023-03-15 19:29:48+00:00,djones_weather,Whistler Pig Alley 1650m asl,"That makes two of us cuz Chris is my favorite weather guy too. And, being Irish, he knows how to take a punch and come back swinging. 

It's a lot art. And a gift.",1,0,913,0
1560,2023-03-15 17:38:54+00:00,FSpailpin,,Least depressing Irish weather forecast https://t.co/lh0k78WvEI,0,0,155,0
1561,2023-03-15 17:38:16+00:00,wayward_irish,"Killarney, Ireland","Snowing yesterday, sun this morning now back to rain.
The only consolation is that the changeable weather encourages Whiskey/Cask interaction, making our #Whiskey mature faster here than elsewhere in Ireland &amp; UK.
Try our Lakeview Single Estate Whiskey and see if you agree. https://t.co/AQbO1R46Ts",5,0,1524,0
1562,2023-03-15 17:15:32+00:00,Saintconleths,Ballsbridge Dublin 4 ,"St. Conleth's múinteoirí Gaeilge are in full @SnaGaeilge  mode... withs some classic Irish weather in accompaniment!  First up: the Poc Fada down at Herbert Park.  Ms. Fay, Ms. Dorman and Ms. ODualing were impressed with the hidden hurling talents of their Sixth Years! https://t.co/4dVNoJ26FE",3,0,777,0
1563,2023-03-15 17:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 GMT: Forecast for the next 12 hours: Showery, becoming less settled
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1564,2023-03-15 16:37:33+00:00,rubeziska,20/she her/aroace lesbian,Gotta love this irish weather https://t.co/EwPLBcHGsz,11,1,540,1
1565,2023-03-15 16:35:17+00:00,Arklowrockz,Cill Mhantain,@MorgothsReview Weather is absolutely abysmal over here as well lad. Like every other Irish winter I have ever endured!!,0,0,36,0
1566,2023-03-15 16:34:35+00:00,barbara_lawlor,,@venicetheseries @crystalchappell Not always as Irish weather goes we can have four seasons in one day especially this time of year. ☀️🌧️💨🥶,1,0,7,0
1567,2023-03-15 16:28:45+00:00,Jeffreyhbaird,,"@i8wigan @NileGardiner Churchill offer De Valera a united Ireland if he would let British ships use Irish ports. It wasn't blackmail, just a lie. Still, the Irish quietly helped Britain with Atlantic weather information and German ship locations.",0,0,26,1
1568,2023-03-15 16:23:17+00:00,CMacCoille,"Dublin City, Ireland","@OlaLN ‘You’re a brave man,’ a neighbour said today.
Brave?
‘Cycling into town in the rain. I wouldn’t do it, even if it wasn’t raining.’
She summed up our #cycling problem in three sentences.
No one should need to be brave to cycle through an Irish city, in the rain or in any weather.",7,0,12288,0
1569,2023-03-15 15:31:10+00:00,AnnebrookHotel,Mullingar Co.Westmeath,"We had a special visitor from Hollywood today At The Annebrook, fresh from the red carpet! 

Unfortunately Oscar did not bring the weather with him! 🙈🙈

Well done to all the Irish who won big and who were nominated 🇮🇪🇮🇪 https://t.co/Ql5F8m7IVy",1,0,1744,0
1570,2023-03-15 14:32:26+00:00,StjohnsRCA,St. John's,"Due to impending weather we have decided to postpone IRISH NIGHT for tonight. It is rescheduled for Friday,  March 17th. https://t.co/sXHJu4LZ71",0,0,64,0
1571,2023-03-15 14:09:34+00:00,The_Irish_Pole,"Queens, NY",@_imnota_robot_ Any good weather?,1,0,523,1
1572,2023-03-15 13:27:22+00:00,SteveBeylonWBAY,"Green Bay, Wisconsin","Hey, I'm giving out an ""Action 2 News Salute"" to all the 3rd graders at Freedom Elementary! Over 100 kids are now ""weather ready"" after yesterday's severe weather chat. You guys we're a blast... Thanks for the great visit and Go Irish! #WBAY https://t.co/UhINIwcc4d",5,1,3388,0
1573,2023-03-15 13:14:30+00:00,Bobmansback,"Dublin City, Ireland","@NewstalkFM @NTBreakfast ""Irish unity"" depending on weather you've been vaccinated or not as we all know from Ciara you need to be experimented on or die in the process to be a good Irish citizen, disgusting to hear &amp; look at it 🤮",2,0,589,0
1574,2023-03-15 12:35:42+00:00,Kev_McElroy,"Dublin, Ireland. ",@Liv8586 Most Irish people are under-the-weather because of chronically low Vit D.,1,0,487,0
1575,2023-03-15 12:21:41+00:00,CBCStephenQuinn,"Vancouver, British Columbia","Good Morning. Happy Wednesday! Or as we call it, ""Only Wednesday. 
@CBCEarlyEdition is on the air. 
Great show for you this morning. You may notice we're ramping up the Irish Music. 

You can listen here: 

https://t.co/5fa4niAJ6Q

Here's your weather... https://t.co/8qpKXqQXg7",8,1,36473,2
1576,2023-03-15 12:15:38+00:00,irish_organic,Galway,"@modacitylife It's a parental thing here too; many literally won't let their kids out in the rain. Infrastructure helps but attitude goes a long way too. 

There's no such thing as bad weather, only soft people and guess what? Skin's waterproof!",10,0,4033,1
1577,2023-03-15 12:01:19+00:00,gerardkane71,,@miriamgillis @MetEireann Good old Irish weather ☘️,1,0,958,0
1578,2023-03-15 11:30:15+00:00,KarenJacobsOT,"Boston, MA",The BU Sargent Choice Test Kitchen’s warm vegan Irish stew was a welcome treat on yesterday’s inclement weather. This was a delicious recipe-you can check it out on my blog: https://t.co/3KuzWpk8nq https://t.co/QrbIo5FAxG,0,0,5198,0
1579,2023-03-15 11:15:04+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 GMT: Forecast for the next 12 hours: Fine, becoming less settled
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1580,2023-03-15 11:02:02+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/HX4c7jBTe5",0,0,935,0
1581,2023-03-15 10:42:50+00:00,annasdottir_d,,@craig_gamble8 @WeatherCee @barrabest @angie_weather @geoff_maskell @bbcniweather @bbcweather @dolgamble @caitlinrose0902 @zara_gamble_xo @Louise_utv @coolfm @U105radio @linzilima @WeatherAisling @itvweather @Ailser99 @StormHour @ThePhotoHour @ryangamble05 @metofficeNI 💙🌊💙 Beautiful Northern Irish Coast 😍,1,0,773,0
1582,2023-03-15 10:09:58+00:00,irish_organic,Galway,"@SamanthaM0rris @thejournal_ie I was going to take the little man to the zoo this weekend but the weather looks horrid so we're going here instead. Not been since it has reopened. Judging by this article, we've timed it well...",1,0,4033,0
1583,2023-03-15 09:51:00+00:00,garwithoneR,Ireland,"@julhat 😁 Weather's terrible and I've loads to do - I may even have to 'Irish' it up this morning.
How is one today? https://t.co/3C9nkEtY8s",1,0,5415,1
1584,2023-03-15 09:04:05+00:00,bluegroundforce,"Maghaberry, Northern Ireland",Does anyone have any grow lights I could borrow? Any grow lights would be helpful! Or anything that will help in this weather 😂 I have Irish cup Semi final in 3 weeks with a couple of matches in between. Pitch is a mess. Falling apart and all I can do is fill in the holes. Panic,7,0,598,3
1585,2023-03-15 08:18:42+00:00,AidreanF,Ireland,"@MerielMyers It's fun, I used to wake up at 5am to go for training in the swimming pool at 6am every day and face the Irish weather in my bycicle..🚴‍♂️🏊‍♂️",0,0,142,0
1586,2023-03-15 06:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 GMT: Forecast for the next 12 hours: Fine, becoming less settled
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
1587,2023-03-15 05:28:23+00:00,Know_4yourself,"Bangkok, Thailand","@moonovermakeba @RegularguysTB @Riley_Gaines_ You probably miss the rainy b weather and variety or Irish cuisine, particularly good roasted potato dishes with fish and chips (as you call them)",1,0,167,0
1588,2023-03-15 03:43:33+00:00,KateCulliton,"Poway, CA",@irish_tee Help me think of something! I can’t handle losing another baby because of this screwed up weather!!!,1,0,2473,3
1589,2023-03-15 00:33:00+00:00,virginianpilot,"Norfolk, VA","Do you believe in the luck of the Irish? ☘️ Norfolk's St. Patrick's Day parade is scheduled to come back this weekend, for the first time since before the pandemic, if the weather holds out.  https://t.co/LLsMumE6Gy",1,0,131900,0
1590,2023-03-14 23:24:42+00:00,ingridreya,,"Irish weather be like… 
25 mins after https://t.co/KGoxHFFIfT",4,0,400,0
1591,2023-03-14 23:08:45+00:00,CityofConyersGA,"Conyers, Georgia","Where’s the luck of the Irish when you need it? 🍀 The St. Patrick’s Day Parade &amp; Shenanigans in @OldeTownConyers on Friday, March 17 has been canceled due to forecasted rain and potentially severe weather. Follow @visitconyersga for future event information &amp; announcements. https://t.co/qNvYhZqB9R",1,1,3376,0
1592,2023-03-14 23:00:01+00:00,EisemannCenter,"Richardson, TX","Warm weather is coming and with it, a beautiful spring! Celebrate this season with “Celtic Angels Ireland” and embrace the spirited Irish heritage with incredible performances! 
Don’t miss “Celtic Angels Ireland” March 19 at 3 PM. Get tickets now at https://t.co/97w1dKN5vp https://t.co/PImaJUXnWt",0,0,860,0
1593,2023-03-14 22:27:28+00:00,Niall_journo,Belfast,"Irish weather summed up in a 10 second video.

Both shots taken today in County Tyrone, exact same location, only a couple of hours apart. https://t.co/myWCaZVrzM",297,19,4955,2
1594,2023-03-14 21:24:58+00:00,tommyBoomboom,,"@DeonBotes63 Volcanoes are one event that has caused serious change in weather. Checkout the Irish Potato Famine. ""The year without summer"". I don't believe this event is anywhere near the volume of the eruption that caused that one though.",0,0,2177,0
1595,2023-03-14 20:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 GMT: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
